Dept,#,Sec,Term Part,CRN,TITLE,Approval Required,Cross Listed,Max Enroll,Actual Enroll,Faculty,Credits,Days1,Time1,Loc1,Days2,Time2,Loc2,Days3,Time3,Loc3,Notes
MUS,206,1,1,10330,"THEORY I:HARMONY,MELODY,RHYTHM",,,18,0,Midge Thomas,4,T F,0830-1130,REMOTE,,-,,,-,,.
MUS,215,1,1,10331,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,John Anthony,2,,-,,,-,,,-,,.
MUS,215,10,1,10722,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jaroslaw Lis,2,,-,,,-,,,-,,.
MUS,215,11,1,10723,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Wesley Mayhew,2,,-,,,-,,,-,,.
MUS,215,12,1,10724,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Mark McCormick,2,,-,,,-,,,-,,.
MUS,215,13,1,10725,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patrice Newman,2,,-,,,-,,,-,,.
MUS,215,14,1,10726,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Rebecca Noreen,2,,-,,,-,,,-,,.
MUS,215,15,1,10727,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kelli O'Connor,2,,-,,,-,,,-,,.
MUS,215,16,1,10728,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Kumi Ogano,2,,-,,,-,,,-,,.
MUS,215,17,1,10729,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Megan Sesma,2,,-,,,-,,,-,,.
MUS,215,18,1,10731,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Joshua Thomas,2,,-,,,-,,,-,,.
MUS,215,19,1,10732,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Libby Van Cleve,2,,-,,,-,,,-,,.
MUS,215,2,1,10714,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,James McNeish,2,,-,,,-,,,-,,.
MUS,215,20,1,10733,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Jurate Waller,2,,-,,,-,,,-,,.
MUS,215,21,1,10735,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Maksim Zhdanovskikh,2,,-,,,-,,,-,,.
MUS,215,3,1,10715,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Emily Boyer,2,,-,,,-,,,-,,.
MUS,215,4,1,10716,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Thomas Brown,2,,-,,,-,,,-,,.
MUS,215,5,1,10717,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Gary Buttery,2,,-,,,-,,,-,,.
MUS,215,6,1,10718,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Christine Coyle,2,,-,,,-,,,-,,.
MUS,215,7,1,10719,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Ian Frenkel,2,,-,,,-,,,-,,.
MUS,215,8,1,10720,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Patricia Harper,2,,-,,,-,,,-,,.
MUS,215,9,1,10721,INSTRUMENTAL/VOCAL STUDY,Y,,38,0,Peter Jarvis,2,,-,,,-,,,-,,.
MUS,218,1,1,10332,SERVICE-LEARNING PRACTICUM,,,28,0,. To Be Assigned,2,,-,,,-,,,-,,.
MUS,220A,1,1,10333,CAMEL HEARD,Y,,38,0,. To Be Assigned,1,T R,1715-1830,,,-,,,-,,.
MUS,220B,1,1,10334,CHORALE,Y,,38,0,. To Be Assigned,1,T R,1900-2015,,,-,,,-,,.
MUS,220C,1,1,10335,CONCERT BAND,Y,,38,0,Gary Buttery,1,M W,1900-2015,,,-,,,-,,.
MUS,220D,1,1,10336,JAZZ ENSEMBLE,Y,,38,0,Gary Buttery,1,M W,2045-2200,,,-,,,-,,.
MUS,220E,1,3,10337,MUSICAL THEATER ENSEMBLE,Y,Y,38,0,. To Be Assigned,1,S,1200-1645,,MTWR,1900-2200,,F,1900-2015,,.
MUS,220F,1,1,10339,ORCHESTRA,Y,,38,0,Toshi Shimada,1,M R,1530-1645,,,-,,,-,,.
MUS,220G,1,1,10340,NEW MUSIC CHAMBER ENSEMBLE,Y,,38,0,Peter Jarvis,1,M R,0830-0945,,,-,,,-,,.
MUS,220H,1,1,10341,CHAMBER MUSIC,Y,,38,0,. To Be Assigned,1,,-,,,-,,,-,,.
MUS,228,1,1,10829,COMPOSING: MUSIC AS PLACE,,,15,0,Andrew Greenwald,4,T F,1200-1315,,,-,,,-,,.
MUS,230,1,1,10830,THE DAY BEYONCE TURNED BLACK,,Y,28,0,Jamil Jorge,4,M W,1900-2015,REMOTE,,-,,,-,,.
MUS,232,1,1,10833,CHINESE MUSIC AND THEATER,,Y,28,0,Dale Wilson,4,T R,1900-2015,REMOTE,,-,,,-,,.
MUS,248,1,1,10342,WESTERN MUS 2:MOZART TO MODERN,,,28,0,John Anthony,4,M R,1015-1130,,,-,,,-,,.
MUS,304,1,1,10343,THE ELECTRONIC MUSICIAN,,Y,15,0,Andrew Greenwald,4,T F,1345-1500,,,-,,,-,,.
MUS,415,1,1,10347,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,John Anthony,4,,-,,,-,,,-,,.
MUS,415,10,1,10747,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Jaroslaw Lis,4,,-,,,-,,,-,,.
MUS,415,11,1,10748,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Wesley Mayhew,4,,-,,,-,,,-,,.
MUS,415,12,1,10749,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Mark McCormick,4,,-,,,-,,,-,,.
MUS,415,13,1,10750,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Patrice Newman,4,,-,,,-,,,-,,.
MUS,415,14,1,10751,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Rebecca Noreen,4,,-,,,-,,,-,,.
MUS,415,15,1,10752,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Kelli O'Connor,4,,-,,,-,,,-,,.
MUS,415,16,1,10753,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Kumi Ogano,4,,-,,,-,,,-,,.
MUS,415,17,1,10754,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Megan Sesma,4,,-,,,-,,,-,,.
MUS,415,18,1,10755,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Joshua Thomas,4,,-,,,-,,,-,,.
MUS,415,19,1,10756,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Libby Van Cleve,4,,-,,,-,,,-,,.
MUS,415,2,1,10739,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,James McNeish,4,,-,,,-,,,-,,.
MUS,415,20,1,10757,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Jurate Waller,4,,-,,,-,,,-,,.
MUS,415,21,1,10758,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Maksim Zhdanovskikh,4,,-,,,-,,,-,,.
MUS,415,3,1,10740,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Emily Boyer,4,,-,,,-,,,-,,.
MUS,415,4,1,10741,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Thomas Brown,4,,-,,,-,,,-,,.
MUS,415,5,1,10742,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Gary Buttery,4,,-,,,-,,,-,,.
MUS,415,6,1,10743,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Christine Coyle,4,,-,,,-,,,-,,.
MUS,415,7,1,10744,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Ian Frenkel,4,,-,,,-,,,-,,.
MUS,415,8,1,10745,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Patricia Harper,4,,-,,,-,,,-,,.
MUS,415,9,1,10746,ADV INSTR/VOCAL STD:SR RECITAL,Y,,18,0,Peter Jarvis,4,,-,,,-,,,-,,.
MUS,445,1,1,10832,ADV PRJ IN ELECTRONIC MUS/COMP,Y,,15,0,Andrew Greenwald,4,,-,,,-,,,-,,.
MUS,493A,1,1,10591,CHINESE MUSIC & THEATER,,,16,0,Dale Wilson,4,T R,1900-2015,REMOTE,,-,,,-,,.
NEU,214,1,1,10793,BIOPSYCHOLOGY,,Y,38,0,Ruth Grahn,4,M W,1715-1830,REMOTE,,-,,,-,,.
NEU,215,1,1,10778,SENSATION AND PERCEPTION,,Y,38,0,Joseph Schroeder,4,M R,0830-0945,REMOTE,,-,,,-,,.
NEU,316,1,1,10791,NEUROPHYSIOLOGY,,Y,18,0,E. Carla Parker-Athill,4,M R,1015-1130,,,-,,,-,,.
NEU,316L,1,1,10858,NEUROPHYSIOLOGY LAB,,Y,18,0,E. Carla Parker-Athill,0,R,1345-1645,,,-,,,-,,.
NEU,322,1,1,10795,PSYCHOPHARMACOLOGY,,Y,16,0,Ruth Grahn,4,R,1345-1645,,T F,1530-1645,REMOTE,,-,,.
NEU,336,1,1,10796,NEUROBIOLOGY OF DISEASE,,Y,18,0,Joseph Schroeder,4,W,1345-1645,REMOTE,,-,,,-,,.
PHI,101,1,1,10030,INTRODUCTION TO PHILOSOPHY,,,28,0,Andrew Pessin,4,W,1345-1500,REMOTE,U,1900-2015,REMOTE,,-,,.
PHI,101,2,1,10031,INTRODUCTION TO PHILOSOPHY,,,28,0,Lindsay Crawford,4,M R,1200-1315,,,-,,,-,,.
PHI,201,1,1,10032,HIST OF ANCIENT PHILOSOPHY,,,28,0,Larry Vogel,4,M R,1345-1500,REMOTE,,-,,,-,,.
PHI,202,1,1,10777,HIST OF MODERN PHILOSOPHY,,,28,0,Andrew Pessin,4,M R,0830-0945,REMOTE,,-,,,-,,.
PHI,206,1,1,10033,EXISTENTIAL PHILOSOPHY,,,28,0,Larry Vogel,4,M W,1715-1830,REMOTE,,-,,,-,,.
PHI,220,1,1,10800,PHILOSOPHY OF PERCEPTION,,,28,0,Jordan Ochs,4,W,1345-1645,,,-,,,-,,.
PHI,229,1,1,10036,BIOETHICS,,,16,0,Lindsay Crawford,4,T F,1200-1315,,,-,,,-,,.
PHI,229,2,1,10801,BIOETHICS,,,16,0,Lindsay Crawford,4,T R,1345-1500,,,-,,,-,,.
PHI,244,1,1,10016,MODERN POLITICAL THOUGHT,,Y,24,0,John Coats,4,M R,0830-0945,,,-,,,-,,.
PHI,277,1,1,10034,BURNING RELIGIOUS CONTROVERSY,,Y,28,0,Andrew Pessin,4,T F,1015-1130,REMOTE,,-,,,-,,.
PHI,330S,1,1,10837,SUSANNE K. LANGER'S PHILOSOPHY,,,16,0,Derek Turner Larry Vogel,4,T R,1715-1830,REMOTE,,-,,,-,,.
PHI,440P,1,1,10803,BURNING RELIGIOUS CONTROVERSY,,Y,15,0,Andrew Pessin,4,T F,1015-1130,REMOTE,,-,,,-,,.
PHE,101B,1,3,10805,BEGINNING SWIMMING,,,16,0,Matthew Anderson,1,M R,1200-1250,,,-,,,-,,.
PHE,101C,1,3,10584,GOLF I,,,12,0,Mike MacDonald,1,T F,1345-1435,,,-,,,-,,.
PHE,101F,1,2,10414,INTERMEDIATE SWIMMING,,,16,0,Matthew Anderson,1,T F,1200-1250,,,-,,,-,,.
PHE,101G,1,2,10424,FITNESS I,,,12,0,William Wuyke,1,T F,0830-0920,,,-,,,-,,.
PHE,101G,2,2,10435,FITNESS I,,,12,0,Reuben Burk,1,M R,1015-1105,,,-,,,-,,.
PHE,101G,3,3,10436,FITNESS I,,,12,0,Reuben Burk,1,M R,1015-1105,,,-,,,-,,.
PHE,101H,1,3,10810,BEGINNING SAILING,,,12,0,Jeffrey Bresnahan,1,W,1315-1515,,,-,,,-,,.
PHE,101I,1,3,10790,INTERMEDIATE SAILING,,,12,0,Jeffrey Bresnahan,1,W,1315-1515,,,-,,,-,,.
PHE,101L,1,3,10806,BEGINNING TENNIS,,,12,0,William Wuyke,1,M R,1345-1435,,,-,,,-,,.
PHE,101M,1,2,10434,BEGINNING SQUASH,,,10,0,Mike MacDonald,1,M W,1715-1805,,,-,,,-,,.
PHE,101P,1,3,10415,INTERMEDIATE TENNIS,,,10,0,Christopher O'Brien,1,T F,1345-1435,,,-,,,-,,.
PHE,101R,1,1,10416,RIDING,Y,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101S,1,1,10417,ADV BEGINNING RIDING,Y,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101T,1,1,10418,INTERMEDIATE RIDING,Y,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101V,1,1,10419,ADVANCED EQUITATION,Y,,100,0,Christopher O'Brien,1,,-,,,-,,,-,,.
PHE,101Z,1,2,10420,SKATING,,,12,0,Jim Ward,1,M R,1015-1105,,,-,,,-,,.
PHE,101Z,2,2,10421,SKATING,,,12,0,Kristin Steele,1,T F,1015-1105,,,-,,,-,,.
PHE,102B,1,2,10422,INDOOR ROWING,,,6,0,Richard Ricci,1,M R,1200-1250,,,-,,,-,,.
PHE,102S,1,3,10809,ADVANCED SPIN,,,12,0,Lisa Vogeley,1,M R,1200-1250,,,-,,,-,,.
PHE,104G,1,3,10431,FITNESS II,,,18,0,William Wuyke,1,M R,0830-0920,,,-,,,-,,.
PHE,104G,2,3,10432,FITNESS II,,,18,0,Christina Chappell,1,T F,1015-1105,,,-,,,-,,.
PHE,106,1,3,10835,CAREER SPORTS,,,12,0,Mike MacDonald Christopher O'Brien,1,W,1315-1615,,,-,,,-,,.
PHE,107,1,3,10836,FRESHWATER FISHING,,,8,0,Norm Riker,1,W,0800-1000,,,-,,,-,,.
PHE,110,1,3,10433,SPORTS LEADERSHIP,,,12,0,Marc Benvenuti,2,M R,1530-1645,,,-,,,-,,.
PHE,124,1,1,10427,ESSENTIALS FITNESS/WELLNESS,,,25,0,Norm Riker,4,T F,0830-0945,,,-,,,-,,.
PHE,130,1,1,10428,THEORY OF COACHING,,,12,0,Luke Maher James Nagle,4,M R,1015-1130,,,-,,,-,,.
PHE,130,2,1,10794,THEORY OF COACHING,,,12,0,Ned Bishop Tim Sweeney,4,T F,1015-1130,,,-,,,-,,.
PHE,135,1,3,10429,STRESS MANAGEMENT,,,18,0,Emily Mauro,1,M R,1530-1620,,,-,,,-,,.
PHE,221,1,1,10430,CONTEMPORARY ISSUES IN SPORT,,,18,0,Jim Ward Eva Kovach,4,T F,1200-1315,,,-,,,-,,.
PHY,108,1,1,10104,GENERAL PHYSICS,,,45,0,Daniel Maser,4,M R,0830-0945,,,-,,,-,,.
PHY,108L,1,1,10105,GENERAL PHYSICS LAB,,,15,0,Daniel Maser,0,T,1345-1645,REMOTE,,-,,,-,,.
PHY,108L,2,1,10106,GENERAL PHYSICS LAB,,,15,0,Michael Seifert,0,W,1345-1645,REMOTE,,-,,,-,,.
PHY,108L,3,1,10765,GENERAL PHYSICS LAB,,,15,0,Mohamed Diagne,0,R,1345-1645,REMOTE,,-,,,-,,.
PHY,110,1,1,10107,ADVANCED GENERAL PHYSICS II,,,18,0,Michael Weinstein,4,M R,1200-1500,OLIN 111,,-,,,-,,.
PHY,113,1,1,10766,ENERGY AND THE ENVIRONMENT,,Y,16,0,Michael Seifert,4,T R,1715-1830,,,-,,,-,,.
PHY,320,1,1,10775,THERMODYNAMICS/STATISCL MECH,,,18,0,Ali Kaya,4,T F,1200-1315,OLIN 113,,-,,,-,,.
PHY,404,1,1,10110,QUANTUM MECHANICS,,,18,0,Daniel Maser,4,T F,0830-0945,OLIN 113,,-,,,-,,.
PSY,100,1,1,10390,INTRODUCTION TO PSYCHOLOGY,Y,,13,0,Jennifer Gorman Nakia Hamlett,4,M R,1015-1130,BIL SILFEN AUD,M,1200-1335,BIL 211,,-,,.
PSY,100,2,1,10391,INTRODUCTION TO PSYCHOLOGY,Y,,13,0,Jennifer Gorman Nakia Hamlett,4,M R,1015-1130,BIL SILFEN AUD,M,1530-1605,BIL 211,,-,,.
PSY,100,3,1,10392,INTRODUCTION TO PSYCHOLOGY,Y,,13,0,Jennifer Gorman Nakia Hamlett,4,W,1015-1150,BIL 211,M R,1200-1315,BIL SILFEN AUD,,-,,.
PSY,100,4,1,10393,INTRODUCTION TO PSYCHOLOGY,Y,,13,0,Jennifer Gorman Nakia Hamlett,4,M R,1200-1315,BIL SILFEN AUD,W,1345-1520,BIL 211,,-,,.
PSY,100,5,1,10394,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T F,1015-1130,BIL SILFEN AUD,T,1345-1520,BIL 211,,-,,.
PSY,100,6,1,10395,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T F,1015-1130,BIL SILFEN AUD,R,1345-1520,BIL 211,,-,,.
PSY,100,7,1,10396,INTRODUCTION TO PSYCHOLOGY,,,15,0,Jillian Marshall,4,T F,1015-1130,BIL SILFEN AUD,F,1345-1520,BIL 211,,-,,.
PSY,150,1,1,10776,CC: THE BRAIN MEETS THE WORLD,,,38,0,Jeff Moher,4,T F,1015-1130,REMOTE,,-,,,-,,.
PSY,201,1,1,10398,PSYCHOLOGICAL STATISTICS,,,18,0,Jeff Moher,4,T F,1200-1315,REMOTE,W,1715-1830,REMOTE,,-,,.
PSY,201,2,1,10399,PSYCHOLOGICAL STATISTICS,,,18,0,Jeff Moher,4,T F,1200-1315,REMOTE,W,1900-2015,REMOTE,,-,,.
PSY,202,1,1,10400,RESEARCH METH IN PSYCHOLOGY,Y,,25,0,Ann Devlin,4,T F,1345-1500,REMOTE,,-,,,-,,.
PSY,202,2,1,10401,RESEARCH METH IN PSYCHOLOGY,,,25,0,Patrick Rich,4,M R,1015-1130,REMOTE,,-,,,-,,.
PSY,208,1,1,10781,HEALTH PSYCHOLOGY,,,38,0,Lynne Klasko-Foster,4,M,1200-1500,REMOTE,,-,,,-,,.
PSY,210,1,1,10403,PSYCHOLOG DISORDERS/DYSFUNCT,,,38,0,Audrey Zakriski,4,T F,1530-1645,REMOTE,,-,,,-,,.
PSY,214,1,1,10173,BIOPSYCHOLOGY,,Y,38,0,Ruth Grahn,4,M W,1715-1830,REMOTE,,-,,,-,,.
PSY,215,1,1,10404,SENSATION AND PERCEPTION,,Y,38,0,Joseph Schroeder,4,M R,0830-0945,REMOTE,,-,,,-,,.
PSY,307,1,1,10405,COGNITIVE PROCESSES,,,28,0,Ann Devlin,4,T F,1015-1130,REMOTE,,-,,,-,,.
PSY,309,1,1,10782,BEHAVIORAL MEDICINE,,,16,0,,4,M,1900-2200,REMOTE,,-,,,-,,.
PSY,321,1,1,10783,SPORT & EXERCISE PSYCHOLOGY,,,28,0,Ira Martin,4,W,0830-1130,REMOTE,,-,,,-,,.
PSY,322,1,1,10179,PSYCHOPHARMACOLOGY,,Y,16,0,Ruth Grahn,4,R,1345-1645,,T F,1530-1645,REMOTE,,-,,.
PSY,336,1,1,10183,NEUROBIOLOGY OF DISEASE,,Y,18,0,Joseph Schroeder,4,W,1345-1645,REMOTE,,-,,,-,,.
PSY,403,1,1,10780,DISTORTIONS OF MEMORY,,,16,0,Patrick Rich,4,T F,1345-1500,REMOTE,,-,,,-,,.
PSY,413,1,1,10408,SELF-DESTRUCTIVE BEHAVIOR,,,16,0,Michael Armey,4,T,1900-2200,REMOTE,,-,,,-,,.
PSY,416,1,1,10409,CONTROVERSIES IN MENTAL HEALTH,,Y,15,0,Nakia Hamlett,4,M R,0830-0945,REMOTE,,-,,,-,,.
REL,102,1,1,10551,INTRO GLOBAL ISLAMIC STUDIES,,Y,28,0,Caroleen Sayej,4,T F,1015-1130,REMOTE,,-,,,-,,.
REL,165A,1,1,10587,AFRO-CARIBBEAN DANCE I,,Y,15,0,Rosemarie Roberts,4,M R,1015-1130,CRO MYERS,,-,,,-,,.
REL,165A,2,1,10682,AFRO-CARIBBEAN DANCE I,,Y,15,0,Rosemarie Roberts,4,M R,1200-1315,CRO MYERS,,-,,,-,,.
REL,248,1,1,10476,HOLOCAUST/POST-HOL RESPONSES,,Y,28,0,Sharon Portnoff,4,T F,1345-1500,REMOTE,,-,,,-,,.
REL,325,1,1,10673,ANTISEMITISM,,Y,16,0,Sharon Portnoff,4,T F,1200-1315,REMOTE,,-,,,-,,.
RUS,102,1,1,10456,ELEMENTARY RUSSIAN,,,18,0,Andrea Lanoux,5,M WR,0830-0945,,,-,,,-,,.
RUS,202,1,1,10457,INTERMEDIATE RUSSIAN,,,18,0,Petko Ivanov,5,TW F,0830-0945,REMOTE,,-,,,-,,.
RUS,307,1,1,10687,ADVANCED RUSSIAN - FILM,,,18,0,Laura Little,4,T R,1900-2015,,,-,,,-,,.
SLA,107,1,1,10284,"CC:NOMADS, SHAMANS, & MYSTICS",,Y,18,0,Denis Ferhatovic,4,M R,1015-1130,REMOTE,,-,,,-,,.
SLA,203,1,1,10838,MIGRATION AND EASTERN EUROPE,,,28,0,Laura Little,4,M W,1900-2015,,,-,,,-,,.
SLA,494,1,1,10465,ADVANCED STUDY SEMINAR,,,16,0,Petko Ivanov,4,T F,1200-1315,,,-,,,-,,.
SOC,103,1,1,10227,INTRODUCTION TO SOCIOLOGY,,,22,0,Ana Campos-Manzo,4,M W,1715-1830,REMOTE,,-,,,-,,.
SOC,103,2,1,10228,INTRODUCTION TO SOCIOLOGY,,,22,0,Ana Campos-Manzo,4,M W,1900-2015,REMOTE,,-,,,-,,.
SOC,103,3,1,10229,INTRODUCTION TO SOCIOLOGY,,,22,0,Ronald Flores,4,T F,1345-1500,REMOTE,,-,,,-,,.
SOC,103,4,1,10230,INTRODUCTION TO SOCIOLOGY,,,22,0,Robert Gay,4,M W,2045-2200,REMOTE,,-,,,-,,.
SOC,237,1,1,10839,INQUIRY IN BLACK,,Y,25,0,Cherise Harris,4,T R,1715-1830,REMOTE,,-,,,-,,.
SOC,238,1,1,10666,SOCIOLOGY OF HEALTH,,,20,0,Ana Campos-Manzo,4,T R,1900-2015,REMOTE,,-,,,-,,.
SOC,262,1,1,10236,SOCIOLOGY OF FAMILIES,,,18,0,Ronald Flores,4,W,1015-1130,REMOTE,F,1900-2015,REMOTE,,-,,.
SOC,262,2,1,10667,SOCIOLOGY OF FAMILIES,,,18,0,Ronald Flores,4,W,0830-0945,REMOTE,F,1715-1830,REMOTE,,-,,.
SOC,325,1,1,10237,FOUND/DEVELOP SOC THEORY,,,16,0,Robert Gay,4,M R,1530-1645,REMOTE,,-,,,-,,.
SOC,354,1,1,10669,METH SOCIAL RESEARCH/ANALY,,,18,0,Robert Gay,4,M R,1200-1315,,,-,,,-,,.
SOC,407,1,1,10856,THE SOCIOLOGY OF WALMART,,,16,0,Robert Gay,4,T F,1200-1315,REMOTE,,-,,,-,,.
STA,107,1,1,10355,INTRODUCTION TO STATISTICS,,,28,0,Whit Irwin,4,T R,1715-1830,REMOTE,,-,,,-,,.
STA,107,2,1,10356,INTRODUCTION TO STATISTICS,,,28,0,Craig Krebsbach,4,M W,1900-2015,REMOTE,,-,,,-,,.
STA,107,3,3,10789,INTRODUCTION TO STATISTICS,,,18,0,Yan Zhuang,4,T R,1715-2015,REMOTE,,-,,,-,,.
STA,207,1,1,10358,ADVANCED REGRESSION TECHNIQ,,,18,0,Yan Zhuang,4,T F,1015-1130,REMOTE,,-,,,-,,.
STA,209,1,3,10359,INTRO TO TIME SERIES ANALYSIS,,,28,0,Priya Kohli,4,M W,1715-2015,REMOTE,,-,,,-,,.
STA,235,1,2,10768,BIOLOGICAL STATISTICS,,Y,16,0,Yan Zhuang Maria Rosa,4,T R,1715-2015,REMOTE,,-,,,-,,.
SUS,293,1,1,10814,APPLICATIONS OF SUSTAINABILITY,Y,,38,0,Doug Thompson,2,M,1900-2015,REMOTE,,-,,,-,,.
THE,104,1,1,10491,ACTING I: PREPARATION,,,16,0,David Jaffe,4,M R,1200-1415,,,-,,,-,,.
THE,212,1,1,10492,PLAYWRITING: EXPOS TO THE ELEM,,,16,0,Ken Prestininzi,4,M R,1530-1730,,,-,,,-,,.
THE,213A,1,1,10493,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Sabrina Notarfrancisco,1,,-,,,-,,,-,,.
THE,213A,2,1,10494,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Alison Andersen,1,,-,,,-,,,-,,.
THE,213B,1,1,10495,PRACTICUM:PRODUCTION INTENSIVE,Y,,28,0,Sabrina Notarfrancisco,1,,-,,,-,,,-,,.
THE,215A,1,1,10496,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,215A,2,1,10497,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Ken Prestininzi,2,,-,,,-,,,-,,.
THE,215A,3,1,10498,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Sabrina Notarfrancisco,2,,-,,,-,,,-,,.
THE,215B,1,1,10499,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,215B,2,1,10500,PRACTICUM:PRODUCTION PROCESS,Y,,28,0,Sabrina Notarfrancisco,2,,-,,,-,,,-,,.
THE,225,1,1,10840,THEATERMAKING 2,,,12,0,David Jaffe,4,T F,1200-1400,,,-,,,-,,.
THE,231,1,1,10502,USA PLAYS/AMERICAN DRAMA,,Y,18,0,Ken Prestininzi,4,T F,1015-1130,,,-,,,-,,.
THE,243,1,2,10501,STAGE MGMT: THE HEART OF IT,,,14,0,Alison Andersen,4,M R,0830-1130,,,-,,,-,,.
THE,247,1,1,10504,COSTUME DESIGN AND CONSTRUCTN,,,10,0,Sabrina Notarfrancisco,4,T F,1530-1730,,,-,,,-,,.
THE,276,1,3,10338,MUSICAL THEATER ENSEMBLE,Y,Y,38,0,. To Be Assigned,1,S,1200-1645,,MTWR,1900-2200,,F,1900-2015,,.
THE,313A,1,1,10506,PRACTICUM: PROD APPRENTICESHIP,Y,,28,0,Alison Andersen,2,,-,,,-,,,-,,.
THE,313B,1,1,10507,PRACTICUM: PROD APPRENTICESHIP,Y,,28,0,. To Be Assigned,2,,-,,,-,,,-,,.
THE,341,1,1,10505,THEATER AND CULTURE II,,,18,0,Kelly Kerwin,4,,-,REMOTE,,-,,,-,,.